FeatureName,FeatureType,DateCode,Measurement,Units,Value,Indicator (road network traffic)
Scottish Borders,Council Area,2022,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2023,Ratio,Percent Of Roads,42,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Scottish Borders,Council Area,2016,Ratio,Driver Journeys,3.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2007,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Scottish Borders,Council Area,2003,Ratio,Driver Journeys,7.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2013,Count,Vehicle Kilometres,1183,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2011,Ratio,Percent Of Roads,40.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Scottish Borders,Council Area,2006,Ratio,Percent Of Roads,56,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Scottish Borders,Council Area,2008,Count,Vehicle Kilometres,1189,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2006,Count,Vehicle Kilometres,1193,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2007,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2014,Count,Vehicle Kilometres,1222,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2021,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Scottish Borders,Council Area,2021,Count,Vehicle Kilometres,1178,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2015,Count,Vehicle Kilometres,1254,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2023,Count,Vehicle Kilometres,1254,The Total Million Vehicle Kilometres On Scottish Roads
Scottish Borders,Council Area,2021,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2015,Ratio,Driver Journeys,4.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Scottish Borders,Council Area,2018,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2016,Count,Vehicle Kilometres,233,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2012,Ratio,Percent Of Roads,42.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2022,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2015,Count,Vehicle Kilometres,225,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2007,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2019,Ratio,Percent Of Roads,35.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2007,Count,Vehicle Kilometres,206,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2006,Count,Vehicle Kilometres,205,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2012,Count,Vehicle Kilometres,209,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2010,Count,Vehicle Kilometres,207,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2023,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2014,Count,Vehicle Kilometres,219,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2014,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2020,Count,Vehicle Kilometres,189,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2005,Ratio,Driver Journeys,0.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2016,Ratio,Percent Of Roads,37.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2012,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2014,Ratio,Driver Journeys,0.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2006,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2008,Ratio,Percent Of Roads,38.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2013,Ratio,Driver Journeys,0.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2018,Count,Vehicle Kilometres,234,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2022,Count,Vehicle Kilometres,221,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2017,Count,Vehicle Kilometres,238,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2017,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2017,Ratio,Percent Of Roads,35.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2018,Ratio,Percent Of Roads,36.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2011,Count,Vehicle Kilometres,208,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2011,Ratio,Percent Of Roads,43.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2018,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2021,Ratio,Driver Journeys,1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2023,Count,Vehicle Kilometres,225,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2016,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2023,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2019,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2022,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2009,Count,Vehicle Kilometres,203,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2015,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2021,Count,Vehicle Kilometres,208,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2021,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2019,Count,Vehicle Kilometres,233,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2013,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2020,Ratio,Percent Of Roads,34.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2015,Ratio,Percent Of Roads,38.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Shetland Islands,Council Area,2013,Count,Vehicle Kilometres,212,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2009,Ratio,Driver Journeys,2.47,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2008,Count,Vehicle Kilometres,206,The Total Million Vehicle Kilometres On Scottish Roads
Shetland Islands,Council Area,2003,Ratio,Driver Journeys,2.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2007,Ratio,Driver Journeys,2.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Shetland Islands,Council Area,2009,Ratio,Percent Of Roads,39.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2022,Count,Vehicle Kilometres,1040,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2015,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2010,Count,Vehicle Kilometres,977,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2020,Count,Vehicle Kilometres,814,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2015,Ratio,Percent Of Roads,44.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2014,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2017,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2013,Count,Vehicle Kilometres,952,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2021,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2017,Count,Vehicle Kilometres,1049,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2012,Ratio,Driver Journeys,5.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2016,Ratio,Driver Journeys,4.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2019,Ratio,Percent Of Roads,40.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2017,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2020,Ratio,Percent Of Roads,40.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2016,Count,Vehicle Kilometres,1028,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2012,Ratio,Percent Of Roads,44.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2009,Ratio,Percent Of Roads,42.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2022,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2023,Ratio,Percent Of Roads,36,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2018,Count,Vehicle Kilometres,1051,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2021,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2015,Count,Vehicle Kilometres,996,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2023,Count,Vehicle Kilometres,1053,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2022,Ratio,Percent Of Roads,38,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2006,Count,Vehicle Kilometres,969,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2003,Ratio,Driver Journeys,14.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2006,Ratio,Percent Of Roads,61,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2011,Ratio,Percent Of Roads,46.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2007,Count,Vehicle Kilometres,980,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2018,Ratio,Driver Journeys,6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2014,Count,Vehicle Kilometres,980,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2009,Count,Vehicle Kilometres,970,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2007,Ratio,Driver Journeys,8.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2021,Count,Vehicle Kilometres,950,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2018,Ratio,Percent Of Roads,41.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2016,Ratio,Percent Of Roads,42.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2007,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2013,Ratio,Driver Journeys,6.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2008,Ratio,Percent Of Roads,42.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2019,Ratio,Driver Journeys,6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2011,Count,Vehicle Kilometres,973,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2012,Count,Vehicle Kilometres,959,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2014,Ratio,Percent Of Roads,41.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2005,Ratio,Driver Journeys,7.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2019,Count,Vehicle Kilometres,1053,The Total Million Vehicle Kilometres On Scottish Roads
South Ayrshire,Council Area,2013,Ratio,Percent Of Roads,41.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Ayrshire,Council Area,2023,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2009,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Ayrshire,Council Area,2008,Count,Vehicle Kilometres,974,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2011,Count,Vehicle Kilometres,2448,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2009,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2021,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2006,Count,Vehicle Kilometres,2437,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2019,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2017,Count,Vehicle Kilometres,2796,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2006,Ratio,Percent Of Roads,51,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2021,Count,Vehicle Kilometres,2559,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2007,Ratio,Driver Journeys,15.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2003,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2019,Count,Vehicle Kilometres,2836,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2008,Count,Vehicle Kilometres,2451,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2023,Count,Vehicle Kilometres,2843,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2023,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2016,Ratio,Driver Journeys,18.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2017,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2015,Ratio,Driver Journeys,21.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2019,Ratio,Percent Of Roads,30.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2017,Ratio,Driver Journeys,19.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2023,Ratio,Percent Of Roads,32,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2014,Ratio,Percent Of Roads,42.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2020,Count,Vehicle Kilometres,2181,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2012,Count,Vehicle Kilometres,2502,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2015,Count,Vehicle Kilometres,2608,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2021,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2015,Ratio,Percent Of Roads,33.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2013,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2014,Ratio,Driver Journeys,14.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2018,Ratio,Percent Of Roads,31.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2014,Count,Vehicle Kilometres,2585,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2018,Ratio,Driver Journeys,17,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2012,Ratio,Driver Journeys,13.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2009,Ratio,Driver Journeys,11.47,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2016,Ratio,Percent Of Roads,33.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2010,Count,Vehicle Kilometres,2454,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2018,Count,Vehicle Kilometres,2809,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2005,Ratio,Driver Journeys,15.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2012,Ratio,Percent Of Roads,36.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2008,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2022,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2020,Ratio,Percent Of Roads,30.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2016,Count,Vehicle Kilometres,2713,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2007,Count,Vehicle Kilometres,2446,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2022,Count,Vehicle Kilometres,2781,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2022,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
South Lanarkshire,Council Area,2011,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2013,Count,Vehicle Kilometres,2513,The Total Million Vehicle Kilometres On Scottish Roads
South Lanarkshire,Council Area,2013,Ratio,Percent Of Roads,42.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
South Lanarkshire,Council Area,2009,Count,Vehicle Kilometres,2475,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2007,Ratio,Driver Journeys,16.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2022,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2006,Ratio,Percent Of Roads,53,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2008,Count,Vehicle Kilometres,1249,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2019,Ratio,Percent Of Roads,41.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2005,Ratio,Driver Journeys,9.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2013,Ratio,Driver Journeys,5.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2006,Count,Vehicle Kilometres,1236,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2018,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2007,Ratio,Percent Of Roads,47,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2017,Ratio,Percent Of Roads,42.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2017,Ratio,Driver Journeys,10.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2021,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2012,Ratio,Percent Of Roads,40.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2011,Ratio,Percent Of Roads,42.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2022,Count,Vehicle Kilometres,1259,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2018,Count,Vehicle Kilometres,1351,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2015,Count,Vehicle Kilometres,1263,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2012,Count,Vehicle Kilometres,1195,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2021,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2003,Ratio,Driver Journeys,8.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2013,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2014,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2021,Count,Vehicle Kilometres,1160,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2009,Ratio,Driver Journeys,11.99,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2015,Ratio,Driver Journeys,12.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2009,Ratio,Percent Of Roads,44.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2023,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2015,Ratio,Percent Of Roads,44.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2016,Ratio,Driver Journeys,5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2014,Ratio,Driver Journeys,10.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2018,Ratio,Percent Of Roads,41.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2013,Count,Vehicle Kilometres,1192,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2023,Count,Vehicle Kilometres,1281,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2014,Count,Vehicle Kilometres,1236,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2007,Count,Vehicle Kilometres,1261,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2008,Ratio,Percent Of Roads,44.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2016,Count,Vehicle Kilometres,1329,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2022,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2017,Count,Vehicle Kilometres,1341,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2023,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2011,Count,Vehicle Kilometres,1210,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2020,Ratio,Percent Of Roads,41.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2019,Count,Vehicle Kilometres,1350,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2016,Ratio,Percent Of Roads,43.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Stirling,Council Area,2019,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Stirling,Council Area,2009,Count,Vehicle Kilometres,1234,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2020,Count,Vehicle Kilometres,1020,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2010,Count,Vehicle Kilometres,1227,The Total Million Vehicle Kilometres On Scottish Roads
Stirling,Council Area,2012,Ratio,Driver Journeys,7.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Aberdeen City,Council Area,2015,Count,Vehicle Kilometres,1308,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2014,Ratio,Percent Of Roads,27,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Aberdeen City,Council Area,2012,Ratio,Driver Journeys,11.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Aberdeen City,Council Area,2012,Count,Vehicle Kilometres,1270,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2010,Count,Vehicle Kilometres,1273,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2016,Count,Vehicle Kilometres,1345,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2005,Ratio,Driver Journeys,19.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Aberdeen City,Council Area,2021,Ratio,Percent Of Roads,28,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Aberdeen City,Council Area,2016,Ratio,Percent Of Roads,28.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Aberdeen City,Council Area,2013,Count,Vehicle Kilometres,1268,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2015,Ratio,Percent Of Roads,26,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Aberdeen City,Council Area,2018,Count,Vehicle Kilometres,1351,The Total Million Vehicle Kilometres On Scottish Roads
Aberdeen City,Council Area,2020,Count,Vehicle Kilometres,1254,The Total Million Vehicle Kilometres On Scottish Roads
